image_name,class_id,confidence_score,x_min,y_min,x_max,y_max,image_width,image_height
image_0.jpg,58,0.8841368227290927,22,171,122,200,200,200
image_0.jpg,54,0.7725007438548217,18,73,125,169,200,200
image_0.jpg,40,0.8128278538810034,100,0,169,136,200,200
image_1.jpg,104,0.836318890330116,93,200,155,200,200,200
image_1.jpg,77,0.9917029743927164,140,162,169,181,200,200
image_2.jpg,85,0.7785332516860035,124,151,151,178,200,200
image_3.jpg,101,0.8378532479233609,124,4,143,70,200,200
image_3.jpg,58,0.7093333199181137,145,185,174,159,200,200
image_3.jpg,106,0.8717047604875673,162,14,200,154,200,200
image_4.jpg,22,0.7842575764509339,84,24,158,71,200,200
image_4.jpg,26,0.9247495777498402,116,123,188,159,200,200
image_4.jpg,2,0.9668535361382163,105,189,119,166,200,200
image_5.jpg,85,0.7861456625109223,67,130,200,144,200,200
image_5.jpg,42,0.9911771074716369,95,71,110,117,200,200
image_6.jpg,35,0.8378519153071615,41,120,114,200,200,200
image_6.jpg,14,0.7054899805713933,142,133,182,200,200,200
image_7.jpg,13,0.7219634609692875,124,195,138,196,200,200
image_8.jpg,79,0.7433738111310781,0,200,41,192,200,200
image_8.jpg,48,0.9270894678716228,178,138,182,163,200,200
image_8.jpg,9,0.8578193512349161,133,177,155,188,200,200
image_9.jpg,48,0.8607745939666394,115,23,169,142,200,200
image_9.jpg,31,0.7634649578013537,65,87,199,161,200,200
image_10.jpg,11,0.9432232808377444,114,100,129,82,200,200
image_10.jpg,92,0.9600658115305374,139,51,200,107,200,200
image_11.jpg,10,0.8057073090226282,105,138,165,154,200,200
image_12.jpg,24,0.8280534354129344,0,139,154,182,200,200
image_12.jpg,46,0.8364114993632231,105,10,149,87,200,200
image_12.jpg,78,0.9074039441388562,31,9,100,96,200,200
image_13.jpg,70,0.837959768449214,36,27,163,92,200,200
image_13.jpg,66,0.8305460353101217,36,78,27,112,200,200
image_13.jpg,47,0.7309577118822207,32,86,19,200,200,200
image_14.jpg,93,0.7086498871242403,128,21,164,188,200,200
image_14.jpg,50,0.7846286542094212,91,0,187,121,200,200
image_15.jpg,37,0.9298916109809021,47,96,136,199,200,200
image_15.jpg,38,0.8807889046212338,75,15,103,0,200,200
image_15.jpg,28,0.9710381422942306,47,128,102,135,200,200
image_16.jpg,86,0.975528703767258,72,179,112,178,200,200
image_16.jpg,100,0.774348368825179,145,104,200,194,200,200
image_17.jpg,99,0.8677545678906802,150,131,173,155,200,200
image_18.jpg,22,0.9550275549180935,22,181,100,200,200,200
image_18.jpg,3,0.8954539937832215,131,149,157,193,200,200
image_19.jpg,18,0.8798644595184233,61,139,127,145,200,200
image_19.jpg,6,0.7066819693526654,177,163,181,182,200,200
image_20.jpg,56,0.9749714281340964,124,155,150,178,200,200
image_21.jpg,83,0.8146993412774702,90,47,192,124,200,200
image_22.jpg,87,0.8201139313244656,76,145,59,196,200,200
image_22.jpg,46,0.7190480994419309,102,190,120,200,200,200
image_23.jpg,22,0.9294782116952388,91,124,138,176,200,200
image_23.jpg,75,0.8320286313485505,10,100,200,189,200,200
image_23.jpg,50,0.9496002981560839,50,32,156,52,200,200
image_24.jpg,97,0.8715658616953998,36,194,143,183,200,200
image_25.jpg,52,0.7511391324476495,56,66,154,140,200,200
image_25.jpg,92,0.8532012502578894,154,112,200,174,200,200
image_26.jpg,54,0.7577283539806825,62,150,169,180,200,200
image_26.jpg,37,0.9816333584771131,102,47,200,193,200,200
image_27.jpg,35,0.8583199319591273,104,71,158,176,200,200
image_27.jpg,21,0.7841954065678968,184,24,174,169,200,200
image_28.jpg,56,0.8199676331654939,108,79,105,159,200,200
image_29.jpg,79,0.9480217283625753,19,59,58,101,200,200
image_30.jpg,29,0.7375505852179534,39,18,174,39,200,200
image_31.jpg,33,0.8085718913746576,146,139,174,189,200,200
image_31.jpg,56,0.9695759443270126,131,125,158,200,200,200
image_31.jpg,77,0.8253263085294315,171,5,200,65,200,200
image_32.jpg,32,0.8222000072391579,97,137,94,167,200,200
image_33.jpg,41,0.7881577286093759,60,92,77,146,200,200
image_33.jpg,30,0.8990257384216,69,159,176,195,200,200
image_34.jpg,46,0.9551461631327616,140,106,182,114,200,200
image_34.jpg,71,0.9029587144929281,84,10,145,190,200,200
image_34.jpg,71,0.8412960837526996,33,3,19,33,200,200
image_35.jpg,66,0.897971416653287,174,109,190,162,200,200
image_36.jpg,30,0.7508724293823116,140,156,157,171,200,200
image_37.jpg,72,0.9018491529494685,150,185,193,193,200,200
image_37.jpg,68,0.9175246748396568,44,83,72,104,200,200
image_37.jpg,54,0.7385138645612388,31,101,170,143,200,200
image_38.jpg,9,0.8679425113679891,140,124,190,200,200,200
image_39.jpg,72,0.7807883771946869,139,24,200,71,200,200
image_39.jpg,12,0.7119720467146226,62,156,139,170,200,200
image_40.jpg,106,0.9230209082053804,192,148,187,183,200,200
image_40.jpg,66,0.7510667578984455,103,143,136,150,200,200
image_40.jpg,64,0.8963421502743474,150,171,157,178,200,200
image_41.jpg,51,0.9931557317871826,85,157,111,147,200,200
image_42.jpg,8,0.8099961152124716,140,90,180,172,200,200
image_42.jpg,60,0.9404702957653883,51,0,136,52,200,200
image_42.jpg,85,0.7947402023021248,115,20,166,76,200,200
image_43.jpg,60,0.8182590630352119,200,75,198,199,200,200
image_43.jpg,72,0.7294076327976675,37,161,166,158,200,200
image_44.jpg,78,0.8889662940174528,30,48,33,194,200,200
image_44.jpg,79,0.7101513062066254,103,191,194,200,200,200
image_45.jpg,31,0.7125436622877372,51,83,89,95,200,200
image_45.jpg,90,0.9165304539306918,195,32,186,37,200,200
image_46.jpg,50,0.939057823648745,49,85,162,109,200,200
image_47.jpg,8,0.7850454486500924,143,0,176,157,200,200
image_48.jpg,0,0.7734337145205789,46,90,163,108,200,200
image_48.jpg,58,0.8932261685867549,188,92,184,179,200,200
image_49.jpg,26,0.8482304449204972,134,112,181,167,200,200
image_49.jpg,35,0.9448166672387956,39,191,48,158,200,200
image_49.jpg,14,0.7991833399915429,150,45,148,108,200,200
image_50.jpg,15,0.8418353878805378,122,68,186,153,200,200
image_50.jpg,15,0.843093071763987,186,164,200,176,200,200
image_50.jpg,104,0.7707398343323889,168,122,173,176,200,200
image_51.jpg,12,0.8518422603353633,143,71,139,89,200,200
image_52.jpg,67,0.8544163603414532,67,0,102,124,200,200
image_52.jpg,41,0.9921551567219693,139,90,179,200,200,200
image_52.jpg,5,0.9889127993876754,23,0,154,65,200,200
image_53.jpg,95,0.8773986588945386,144,144,171,157,200,200
image_53.jpg,89,0.8613903750270137,53,69,47,156,200,200
image_53.jpg,36,0.7647650609550377,148,22,200,16,200,200
image_54.jpg,69,0.8560844560546945,184,62,200,95,200,200
image_54.jpg,39,0.7387710169428939,152,2,167,124,200,200
image_55.jpg,65,0.9140968179273203,184,115,180,177,200,200
image_56.jpg,106,0.7802647662021666,138,174,188,188,200,200
image_56.jpg,46,0.8446962830282065,96,128,112,163,200,200
image_56.jpg,16,0.8134032930616318,200,186,200,188,200,200
image_57.jpg,88,0.7831474963508183,79,17,99,105,200,200
image_57.jpg,99,0.7283734299428611,54,61,95,133,200,200
image_57.jpg,54,0.7435381621038166,96,71,147,77,200,200
image_58.jpg,36,0.9990446468116334,69,112,82,179,200,200
image_58.jpg,40,0.7771714280659808,98,172,163,200,200,200
image_58.jpg,30,0.8603768459897018,76,83,135,114,200,200
image_59.jpg,81,0.742337814608501,68,200,105,182,200,200
image_59.jpg,66,0.8057071363009003,180,176,176,169,200,200
image_59.jpg,59,0.9794184518069944,166,121,172,171,200,200
image_60.jpg,37,0.7269811391599148,175,200,174,184,200,200
image_60.jpg,91,0.9812129073590288,21,46,121,118,200,200
image_61.jpg,55,0.86710473435105,68,22,128,138,200,200
image_62.jpg,65,0.7485936575080802,46,154,200,200,200,200
image_63.jpg,93,0.7992683814002758,147,116,186,176,200,200
image_63.jpg,100,0.7684754845703475,146,91,186,113,200,200
image_64.jpg,61,0.7783157870666246,129,24,146,27,200,200
image_65.jpg,30,0.9576857893741482,91,177,128,184,200,200
image_66.jpg,72,0.8798226299178367,22,94,97,186,200,200
image_66.jpg,53,0.9397402401791625,86,107,135,163,200,200
image_67.jpg,21,0.8704774431140432,99,52,151,106,200,200
image_68.jpg,75,0.7044154909582813,128,44,164,81,200,200
image_68.jpg,61,0.7394625243697691,34,166,173,190,200,200
image_69.jpg,56,0.8007187059642461,75,105,140,145,200,200
image_69.jpg,22,0.8447447249165189,66,89,88,171,200,200
image_69.jpg,99,0.9767540739587293,131,133,188,183,200,200
image_70.jpg,67,0.7993652269895426,6,87,68,127,200,200
image_70.jpg,21,0.9416416784306159,56,38,183,144,200,200
image_70.jpg,90,0.8016969372576692,3,20,21,82,200,200
image_71.jpg,31,0.9276534108039092,32,3,165,17,200,200
image_71.jpg,15,0.8616581169434461,47,137,87,174,200,200
image_71.jpg,28,0.7724950204794894,92,200,161,187,200,200
image_72.jpg,106,0.8059915642767136,168,183,186,200,200,200
image_72.jpg,18,0.8603060424951797,27,87,72,99,200,200
image_72.jpg,38,0.9547660103092439,47,10,80,200,200,200
image_73.jpg,77,0.7512378062400673,73,74,154,132,200,200
image_73.jpg,95,0.9021845274414154,10,17,73,60,200,200
image_73.jpg,67,0.7704551757267659,118,171,135,179,200,200
image_74.jpg,38,0.8718066057012419,36,152,88,159,200,200
image_75.jpg,54,0.7928632047813969,18,35,60,105,200,200
image_76.jpg,35,0.9602924645498913,15,106,148,130,200,200
image_76.jpg,90,0.8050427566202178,140,51,189,136,200,200
image_76.jpg,78,0.9439554149954141,187,189,200,195,200,200
image_77.jpg,41,0.9033543292424524,168,126,199,138,200,200
image_77.jpg,30,0.9427646076868385,42,146,181,149,200,200
image_78.jpg,2,0.7060124741282247,167,183,190,198,200,200
image_78.jpg,51,0.8742652383975558,23,57,76,120,200,200
image_79.jpg,93,0.7818539486186528,116,9,192,153,200,200
image_79.jpg,89,0.9976040940501121,100,153,107,168,200,200
image_80.jpg,9,0.8917524829558318,172,0,190,153,200,200
image_81.jpg,12,0.7024933988147214,101,95,105,171,200,200
image_81.jpg,20,0.9128266568015564,64,161,104,191,200,200
image_81.jpg,28,0.8072049021259593,85,175,200,200,200,200
image_82.jpg,96,0.9051436932838564,133,120,162,172,200,200
image_83.jpg,65,0.7863879901200618,178,5,197,114,200,200
image_83.jpg,62,0.752673756582445,194,162,162,200,200,200
image_84.jpg,60,0.8814873295281452,145,199,154,189,200,200
image_85.jpg,87,0.7466568306530457,42,75,198,138,200,200
image_86.jpg,66,0.8306719368700847,162,26,200,116,200,200
image_87.jpg,65,0.9674510945727353,80,41,108,102,200,200
image_88.jpg,57,0.8883445260774269,7,186,37,195,200,200
image_89.jpg,77,0.8594725300572498,82,62,139,94,200,200
image_89.jpg,73,0.9791044920299117,23,186,25,175,200,200
image_90.jpg,52,0.9253141427839733,137,110,164,136,200,200
image_91.jpg,45,0.724919825304435,87,38,192,171,200,200
image_91.jpg,106,0.8550177677631822,177,122,190,145,200,200
image_91.jpg,106,0.9679857966213277,188,98,195,96,200,200
image_92.jpg,42,0.787200686698323,23,171,48,161,200,200
image_92.jpg,25,0.8951698565045318,30,194,179,200,200,200
image_93.jpg,53,0.8289439673413054,135,93,148,113,200,200
image_93.jpg,21,0.9765113408723264,89,4,91,78,200,200
image_94.jpg,98,0.7072180281457845,182,171,200,189,200,200
image_95.jpg,60,0.801576594801867,29,121,172,193,200,200
image_95.jpg,5,0.745273689170118,187,32,200,127,200,200
image_95.jpg,44,0.7244609025127271,90,200,196,199,200,200
image_96.jpg,9,0.9983196108883512,67,39,89,72,200,200
image_96.jpg,40,0.9172755309209201,170,157,186,187,200,200
image_97.jpg,82,0.8525955412799985,116,12,141,184,200,200
image_98.jpg,81,0.8145385062871451,0,17,31,127,200,200
image_98.jpg,83,0.7616334718747159,28,140,126,162,200,200
image_99.jpg,8,0.931360135789309,0,130,181,182,200,200
image_99.jpg,66,0.8464826975248714,94,177,185,181,200,200
image_99.jpg,55,0.9728602057619833,172,46,169,71,200,200
image_100.jpg,100,0.7236816012571924,20,145,35,175,200,200
image_100.jpg,106,0.826833548418259,126,21,166,24,200,200
image_101.jpg,63,0.9440866592903021,125,109,196,196,200,200
image_101.jpg,64,0.7989492109698965,175,5,180,126,200,200
image_101.jpg,101,0.9404888296341425,107,189,140,200,200,200
image_102.jpg,81,0.7058989422021731,186,176,176,190,200,200
image_103.jpg,100,0.8866750053458834,19,13,33,153,200,200
image_103.jpg,32,0.9536411786052688,131,141,123,164,200,200
image_103.jpg,88,0.7247089999491845,91,116,99,121,200,200
image_104.jpg,101,0.8107542805068908,158,10,152,184,200,200
image_104.jpg,26,0.8716471466802201,96,3,200,53,200,200
image_105.jpg,59,0.9618018324670625,104,94,116,181,200,200
image_105.jpg,17,0.8509791663366668,144,141,190,172,200,200
image_106.jpg,58,0.8853630552244187,46,98,122,167,200,200
image_106.jpg,31,0.9777925293684817,46,77,153,107,200,200
image_107.jpg,23,0.8062047012718824,14,106,105,128,200,200
image_108.jpg,5,0.7404061227733372,163,2,190,38,200,200
image_108.jpg,75,0.7333584512652488,44,150,159,174,200,200
image_109.jpg,36,0.8819132323123892,182,26,178,113,200,200
