image_name,class_id,confidence_score,x_min,y_min,x_max,y_max
data/public_test/image_0.jpg,60,1.0,4,106,171,108
data/public_test/image_0.jpg,70,1.0,39,72,109,176
data/public_test/image_1.jpg,38,1.0,77,155,123,186
data/public_test/image_1.jpg,37,1.0,83,191,128,198
data/public_test/image_1.jpg,14,1.0,64,142,89,198
data/public_test/image_2.jpg,106,1.0,49,132,101,148
data/public_test/image_2.jpg,39,1.0,141,90,180,118
data/public_test/image_3.jpg,2,1.0,188,33,199,100
data/public_test/image_3.jpg,87,1.0,38,170,192,198
data/public_test/image_4.jpg,74,1.0,184,65,192,168
data/public_test/image_4.jpg,5,1.0,160,186,170,191
data/public_test/image_4.jpg,81,1.0,92,38,150,189
data/public_test/image_5.jpg,76,1.0,7,186,107,193
data/public_test/image_6.jpg,67,1.0,15,74,19,114
data/public_test/image_6.jpg,73,1.0,107,105,148,172
data/public_test/image_7.jpg,55,1.0,82,108,180,185
data/public_test/image_8.jpg,106,1.0,15,194,129,195
data/public_test/image_8.jpg,83,1.0,194,157,195,188
data/public_test/image_9.jpg,43,1.0,162,23,196,66
data/public_test/image_9.jpg,57,1.0,122,158,163,192
data/public_test/image_9.jpg,106,1.0,124,3,168,121
data/public_test/image_10.jpg,75,1.0,116,130,158,168
data/public_test/image_10.jpg,81,1.0,23,176,167,179
data/public_test/image_10.jpg,76,1.0,45,62,198,171
data/public_test/image_11.jpg,57,1.0,150,28,175,164
data/public_test/image_12.jpg,83,1.0,164,143,169,159
data/public_test/image_12.jpg,69,1.0,88,158,173,167
data/public_test/image_12.jpg,42,1.0,168,1,196,86
data/public_test/image_13.jpg,5,1.0,12,43,110,79
data/public_test/image_14.jpg,77,1.0,66,36,184,152
data/public_test/image_14.jpg,90,1.0,94,141,136,171
data/public_test/image_14.jpg,106,1.0,83,150,129,168
data/public_test/image_15.jpg,14,1.0,100,68,109,70
data/public_test/image_16.jpg,80,1.0,53,48,73,106
data/public_test/image_16.jpg,34,1.0,90,154,124,191
data/public_test/image_16.jpg,88,1.0,192,87,198,98
data/public_test/image_17.jpg,76,1.0,74,108,178,145
data/public_test/image_18.jpg,66,1.0,85,127,110,175
data/public_test/image_18.jpg,42,1.0,104,132,123,178
data/public_test/image_19.jpg,41,1.0,62,47,173,56
data/public_test/image_20.jpg,29,1.0,36,151,140,187
data/public_test/image_21.jpg,14,1.0,78,20,109,161
data/public_test/image_22.jpg,106,1.0,44,77,134,97
data/public_test/image_22.jpg,101,1.0,116,46,168,136
data/public_test/image_22.jpg,75,1.0,185,164,197,169
data/public_test/image_23.jpg,57,1.0,95,156,103,199
data/public_test/image_23.jpg,0,1.0,195,82,198,121
data/public_test/image_24.jpg,29,1.0,60,72,128,135
data/public_test/image_24.jpg,38,1.0,172,16,174,64
data/public_test/image_25.jpg,73,1.0,60,132,145,159
data/public_test/image_26.jpg,30,1.0,84,8,174,86
data/public_test/image_26.jpg,49,1.0,2,119,16,157
data/public_test/image_26.jpg,51,1.0,54,167,156,197
data/public_test/image_27.jpg,46,1.0,162,56,171,84
data/public_test/image_27.jpg,28,1.0,148,74,152,128
data/public_test/image_27.jpg,75,1.0,158,138,167,174
data/public_test/image_28.jpg,101,1.0,7,194,38,195
data/public_test/image_29.jpg,82,1.0,104,150,191,175
data/public_test/image_29.jpg,5,1.0,149,141,161,170
data/public_test/image_29.jpg,72,1.0,131,76,184,188
data/public_test/image_30.jpg,75,1.0,8,18,37,175
data/public_test/image_30.jpg,2,1.0,58,46,194,51
data/public_test/image_30.jpg,88,1.0,145,54,167,145
data/public_test/image_31.jpg,39,1.0,174,128,199,178
data/public_test/image_31.jpg,31,1.0,35,179,197,187
data/public_test/image_31.jpg,98,1.0,162,197,192,199
data/public_test/image_32.jpg,58,1.0,80,110,199,172
data/public_test/image_33.jpg,12,1.0,194,190,194,195
data/public_test/image_34.jpg,25,1.0,152,1,196,109
data/public_test/image_35.jpg,106,1.0,101,156,156,183
data/public_test/image_36.jpg,15,1.0,98,21,105,108
data/public_test/image_36.jpg,63,1.0,176,80,192,125
data/public_test/image_37.jpg,72,1.0,74,1,122,50
data/public_test/image_38.jpg,58,1.0,26,74,127,85
data/public_test/image_38.jpg,69,1.0,127,17,136,144
data/public_test/image_39.jpg,53,1.0,172,14,194,80
data/public_test/image_39.jpg,29,1.0,188,95,191,199
data/public_test/image_40.jpg,101,1.0,196,49,196,52
data/public_test/image_41.jpg,51,1.0,55,80,184,142
data/public_test/image_41.jpg,29,1.0,145,23,156,174
data/public_test/image_41.jpg,31,1.0,85,172,185,173
data/public_test/image_42.jpg,30,1.0,199,136,199,163
data/public_test/image_42.jpg,28,1.0,182,184,190,193
data/public_test/image_43.jpg,106,1.0,48,57,83,78
data/public_test/image_43.jpg,106,1.0,143,103,193,137
data/public_test/image_44.jpg,13,1.0,44,143,172,163
data/public_test/image_44.jpg,106,1.0,106,130,197,190
data/public_test/image_45.jpg,106,1.0,81,149,133,170
data/public_test/image_45.jpg,65,1.0,20,78,113,97
data/public_test/image_46.jpg,78,1.0,43,186,196,193
data/public_test/image_46.jpg,18,1.0,22,14,146,43
data/public_test/image_47.jpg,33,1.0,2,40,157,80
data/public_test/image_47.jpg,71,1.0,4,99,176,167
data/public_test/image_48.jpg,15,1.0,16,40,125,47
data/public_test/image_49.jpg,104,1.0,175,79,177,103
data/public_test/image_49.jpg,84,1.0,193,55,199,189
data/public_test/image_50.jpg,29,1.0,54,138,107,168
data/public_test/image_50.jpg,57,1.0,141,180,190,190
data/public_test/image_51.jpg,47,1.0,157,163,188,166
data/public_test/image_52.jpg,82,1.0,167,189,189,195
data/public_test/image_52.jpg,69,1.0,117,120,130,178
data/public_test/image_52.jpg,91,1.0,196,191,198,193
data/public_test/image_53.jpg,84,1.0,79,31,83,67
data/public_test/image_53.jpg,49,1.0,195,174,199,180
data/public_test/image_54.jpg,44,1.0,52,40,188,178
data/public_test/image_55.jpg,95,1.0,83,196,140,196
data/public_test/image_55.jpg,82,1.0,17,117,130,159
data/public_test/image_56.jpg,20,1.0,180,7,196,181
data/public_test/image_56.jpg,61,1.0,111,32,139,89
data/public_test/image_57.jpg,99,1.0,158,108,177,118
data/public_test/image_57.jpg,30,1.0,94,79,100,118
data/public_test/image_58.jpg,53,1.0,54,176,74,187
data/public_test/image_58.jpg,39,1.0,134,61,135,107
data/public_test/image_59.jpg,51,1.0,127,14,177,48
data/public_test/image_59.jpg,39,1.0,182,56,199,165
data/public_test/image_59.jpg,67,1.0,160,128,181,171
data/public_test/image_60.jpg,30,1.0,112,4,194,133
data/public_test/image_60.jpg,22,1.0,184,90,195,109
data/public_test/image_61.jpg,84,1.0,54,99,169,142
data/public_test/image_61.jpg,43,1.0,73,132,161,182
data/public_test/image_62.jpg,28,1.0,22,127,25,164
data/public_test/image_62.jpg,83,1.0,198,73,199,187
data/public_test/image_62.jpg,74,1.0,25,140,107,183
data/public_test/image_63.jpg,8,1.0,17,171,115,189
data/public_test/image_64.jpg,56,1.0,127,92,130,180
data/public_test/image_64.jpg,42,1.0,49,195,140,197
data/public_test/image_64.jpg,106,1.0,130,101,187,109
data/public_test/image_65.jpg,68,1.0,198,1,198,152
data/public_test/image_65.jpg,77,1.0,154,74,163,96
data/public_test/image_65.jpg,83,1.0,24,15,67,46
data/public_test/image_66.jpg,14,1.0,117,153,168,198
data/public_test/image_67.jpg,39,1.0,162,165,195,170
data/public_test/image_67.jpg,106,1.0,156,32,163,34
data/public_test/image_68.jpg,6,1.0,197,129,198,140
data/public_test/image_68.jpg,48,1.0,113,73,163,153
data/public_test/image_68.jpg,97,1.0,16,117,100,195
data/public_test/image_69.jpg,9,1.0,189,111,194,170
data/public_test/image_70.jpg,76,1.0,119,56,121,169
data/public_test/image_70.jpg,59,1.0,152,162,183,192
data/public_test/image_71.jpg,69,1.0,151,140,195,154
data/public_test/image_71.jpg,57,1.0,106,62,137,186
data/public_test/image_72.jpg,99,1.0,168,69,172,74
data/public_test/image_73.jpg,56,1.0,138,58,163,194
data/public_test/image_73.jpg,95,1.0,71,153,73,173
data/public_test/image_74.jpg,4,1.0,17,56,60,136
data/public_test/image_74.jpg,44,1.0,187,124,190,186
data/public_test/image_74.jpg,64,1.0,38,28,120,164
data/public_test/image_75.jpg,36,1.0,86,152,146,194
data/public_test/image_76.jpg,45,1.0,46,89,63,124
data/public_test/image_76.jpg,106,1.0,111,170,141,184
data/public_test/image_77.jpg,34,1.0,130,126,164,196
data/public_test/image_78.jpg,69,1.0,65,75,160,182
data/public_test/image_78.jpg,78,1.0,125,166,145,185
data/public_test/image_78.jpg,4,1.0,99,32,158,155
data/public_test/image_79.jpg,41,1.0,34,30,168,127
data/public_test/image_80.jpg,2,1.0,98,41,176,57
data/public_test/image_81.jpg,39,1.0,75,168,146,195
data/public_test/image_81.jpg,17,1.0,84,70,121,140
data/public_test/image_82.jpg,59,1.0,73,169,193,182
data/public_test/image_83.jpg,87,1.0,156,21,185,185
data/public_test/image_83.jpg,65,1.0,150,108,192,191
data/public_test/image_83.jpg,101,1.0,64,138,190,148
data/public_test/image_84.jpg,4,1.0,165,102,198,185
data/public_test/image_85.jpg,31,1.0,119,39,160,93
data/public_test/image_85.jpg,83,1.0,157,163,174,170
data/public_test/image_85.jpg,3,1.0,171,80,172,148
data/public_test/image_86.jpg,106,1.0,53,97,116,133
data/public_test/image_86.jpg,15,1.0,141,169,144,173
data/public_test/image_87.jpg,54,1.0,79,59,116,196
data/public_test/image_87.jpg,46,1.0,172,77,183,195
data/public_test/image_88.jpg,99,1.0,41,115,130,162
data/public_test/image_88.jpg,84,1.0,66,132,137,145
data/public_test/image_89.jpg,73,1.0,10,100,172,162
data/public_test/image_89.jpg,45,1.0,157,8,194,138
data/public_test/image_90.jpg,81,1.0,33,82,171,132
data/public_test/image_90.jpg,106,1.0,11,20,151,151
data/public_test/image_91.jpg,65,1.0,10,79,192,156
data/public_test/image_91.jpg,52,1.0,14,91,39,163
data/public_test/image_91.jpg,13,1.0,191,5,198,175
data/public_test/image_92.jpg,47,1.0,95,115,164,160
data/public_test/image_92.jpg,45,1.0,53,123,154,141
data/public_test/image_92.jpg,45,1.0,102,13,128,110
data/public_test/image_93.jpg,23,1.0,34,179,111,185
data/public_test/image_93.jpg,105,1.0,194,83,196,98
data/public_test/image_93.jpg,72,1.0,191,138,194,163
data/public_test/image_94.jpg,101,1.0,37,187,181,189
data/public_test/image_95.jpg,25,1.0,164,50,164,106
data/public_test/image_96.jpg,78,1.0,56,53,148,177
data/public_test/image_96.jpg,90,1.0,190,17,192,173
data/public_test/image_96.jpg,87,1.0,36,63,120,94
data/public_test/image_97.jpg,16,1.0,161,76,192,173
data/public_test/image_97.jpg,106,1.0,32,160,95,173
data/public_test/image_97.jpg,84,1.0,29,63,195,106
data/public_test/image_98.jpg,75,1.0,164,60,185,183
data/public_test/image_98.jpg,12,1.0,171,35,183,165
data/public_test/image_99.jpg,106,1.0,40,51,123,151
data/public_test/image_99.jpg,31,1.0,91,133,102,133
data/public_test/image_100.jpg,43,1.0,82,71,155,101
data/public_test/image_101.jpg,101,1.0,40,35,192,77
